"model";"scenario";"Category";"Scope";"region";"Baseline";"variable";"value";"unit";"period"
"COPPE-COFFEE 1.0";"NPi2020_400_V4";"Carbon budget 400";"global";"USA";"NoPolicy_V4";"Budget|Emissions|CO2";146.963327892;"MtCO2";2050
"DNE21+ V.14";"NPi2020_400_V4";"Carbon budget 400";"global";"USA";"NoPolicy_V4";"Budget|Emissions|CO2";100.645397237639;"MtCO2";2050
"GEM-E3";"NPi2020_400_V4";"Carbon budget 400";"global";"USA";"NoPolicy_V4";"Budget|Emissions|CO2";132.729044950761;"MtCO2";2050
"IMAGE 3.0";"NPi2020_400_V4";"Carbon budget 400";"global";"USA";"NoPolicy_V4";"Budget|Emissions|CO2";96.0309878703634;"MtCO2";2050
"MESSAGEix-GLOBIOM_1.0";"NPi2020_400_V4";"Carbon budget 400";"global";"USA";"NoPolicy_V4";"Budget|Emissions|CO2";157.325252808186;"MtCO2";2050
"POLES CDL";"NPi2020_400_V4";"Carbon budget 400";"global";"USA";"NoPolicy_V4";"Budget|Emissions|CO2";127.192740508003;"MtCO2";2050
"REMIND-MAgPIE 1.7-3.0";"NPi2020_400_V4";"Carbon budget 400";"global";"USA";"NoPolicy_V4";"Budget|Emissions|CO2";120.3041343;"MtCO2";2050
"WITCH2016";"NPi2020_400_V4";"Carbon budget 400";"global";"USA";"NoPolicy_V4";"Budget|Emissions|CO2";101.951740775808;"MtCO2";2050
"*GCAM-USA_CDLINKS";"NPi2020_low_V4";"Carbon budget 1000";"national";"USA";"NoPOL_V4";"Budget|Emissions|CO2";100.646781623385;"MtCO2";2050
"COPPE-COFFEE 1.0";"INDCi_V4";"NDC";"global";"RUS";"NoPolicy_V4";"Budget|Emissions|CO2";69.641129236;"MtCO2";2050
"DNE21+ V.14";"INDCi_V4";"NDC";"global";"RUS";"NoPolicy_V4";"Budget|Emissions|CO2";81.1858081755428;"MtCO2";2050
"GEM-E3";"INDCi_V4";"NDC";"global";"RUS";"NoPolicy_V4";"Budget|Emissions|CO2";74.7878150813927;"MtCO2";2050
"IMAGE 3.0";"INDCi_V4";"NDC";"global";"RUS";"NoPolicy_V4";"Budget|Emissions|CO2";79.3273756073906;"MtCO2";2050
"POLES CDL";"INDCi_V4";"NDC";"global";"RUS";"NoPolicy_V4";"Budget|Emissions|CO2";68.0218165185547;"MtCO2";2050
"REMIND-MAgPIE 1.7-3.0";"INDCi_V4";"NDC";"global";"RUS";"NoPolicy_V4";"Budget|Emissions|CO2";73.2391673;"MtCO2";2050
"*RU-TIMES 3.2";"NoPOL_V4";"No policy";"national";"RUS";"-";"Budget|Emissions|CO2";60.0951837184419;"MtCO2";2050
"COPPE-COFFEE 1.0";"NoPolicy_V4";"No policy";"global";"RUS";"-";"Budget|Emissions|CO2";66.455567055;"MtCO2";2050
"DNE21+ V.14";"NoPolicy_V4";"No policy";"global";"RUS";"-";"Budget|Emissions|CO2";82.9286094832297;"MtCO2";2050
"IMAGE 3.0";"NoPolicy_V4";"No policy";"global";"RUS";"-";"Budget|Emissions|CO2";78.93862647202;"MtCO2";2050
"POLES CDL";"NoPolicy_V4";"No policy";"global";"RUS";"-";"Budget|Emissions|CO2";70.2693603417969;"MtCO2";2050
"REMIND-MAgPIE 1.7-3.0";"NoPolicy_V4";"No policy";"global";"RUS";"-";"Budget|Emissions|CO2";75.3987427;"MtCO2";2050
"COPPE-COFFEE 1.0";"NPi_V4";"National policies";"global";"RUS";"NoPolicy_V4";"Budget|Emissions|CO2";67.326616217;"MtCO2";2050
"DNE21+ V.14";"NPi_V4";"National policies";"global";"RUS";"NoPolicy_V4";"Budget|Emissions|CO2";83.781379519776;"MtCO2";2050
"GEM-E3";"NPi_V4";"National policies";"global";"RUS";"NoPolicy_V4";"Budget|Emissions|CO2";73.4784706015938;"MtCO2";2050
"IMAGE 3.0";"NPi_V4";"National policies";"global";"RUS";"NoPolicy_V4";"Budget|Emissions|CO2";79.2992442800769;"MtCO2";2050
"POLES CDL";"NPi_V4";"National policies";"global";"RUS";"NoPolicy_V4";"Budget|Emissions|CO2";68.9170970361328;"MtCO2";2050
"REMIND-MAgPIE 1.7-3.0";"NPi_V4";"National policies";"global";"RUS";"NoPolicy_V4";"Budget|Emissions|CO2";75.1139119;"MtCO2";2050
"*RU-TIMES 3.2";"NPi_V4";"National policies";"national";"RUS";"NoPolicy_V4";"Budget|Emissions|CO2";59.7466920758;"MtCO2";2050
"COPPE-COFFEE 1.0";"NPi2020_1000_V4";"Carbon budget 1000";"global";"RUS";"NoPolicy_V4";"Budget|Emissions|CO2";49.656555251;"MtCO2";2050
"DNE21+ V.14";"NPi2020_1000_V4";"Carbon budget 1000";"global";"RUS";"NoPolicy_V4";"Budget|Emissions|CO2";59.1374376835758;"MtCO2";2050
"GEM-E3";"NPi2020_1000_V4";"Carbon budget 1000";"global";"RUS";"NoPolicy_V4";"Budget|Emissions|CO2";47.1038249069206;"MtCO2";2050
"IMAGE 3.0";"NPi2020_1000_V4";"Carbon budget 1000";"global";"RUS";"NoPolicy_V4";"Budget|Emissions|CO2";53.9170591581405;"MtCO2";2050
"POLES CDL";"NPi2020_1000_V4";"Carbon budget 1000";"global";"RUS";"NoPolicy_V4";"Budget|Emissions|CO2";46.5389484765625;"MtCO2";2050
"REMIND-MAgPIE 1.7-3.0";"NPi2020_1000_V4";"Carbon budget 1000";"global";"RUS";"NoPolicy_V4";"Budget|Emissions|CO2";42.400602;"MtCO2";2050
"COPPE-COFFEE 1.0";"NPi2020_400_V4";"Carbon budget 400";"global";"RUS";"NoPolicy_V4";"Budget|Emissions|CO2";36.860268565;"MtCO2";2050
"DNE21+ V.14";"NPi2020_400_V4";"Carbon budget 400";"global";"RUS";"NoPolicy_V4";"Budget|Emissions|CO2";32.9925484942455;"MtCO2";2050
"GEM-E3";"NPi2020_400_V4";"Carbon budget 400";"global";"RUS";"NoPolicy_V4";"Budget|Emissions|CO2";37.6116801490162;"MtCO2";2050
"IMAGE 3.0";"NPi2020_400_V4";"Carbon budget 400";"global";"RUS";"NoPolicy_V4";"Budget|Emissions|CO2";45.7500072940456;"MtCO2";2050
"POLES CDL";"NPi2020_400_V4";"Carbon budget 400";"global";"RUS";"NoPolicy_V4";"Budget|Emissions|CO2";39.0921246111488;"MtCO2";2050
"REMIND-MAgPIE 1.7-3.0";"NPi2020_400_V4";"Carbon budget 400";"global";"RUS";"NoPolicy_V4";"Budget|Emissions|CO2";37.4230662;"MtCO2";2050
"*RU-TIMES 3.2";"NPi2020_low_V4";"Carbon budget 1000";"national";"RUS";"NoPOL_V4";"Budget|Emissions|CO2";44.082011653505;"MtCO2";2050
"AIM V2.1";"INDCi_V4";"NDC";"global";"RoW";"NoPolicy_V4";"CO2rel2010";48.8071572468378;"MtCO2";2050
"COPPE-COFFEE 1.0";"INDCi_V4";"NDC";"global";"RoW";"NoPolicy_V4";"CO2rel2010";44.8169382726616;"MtCO2";2050
"DNE21+ V.14";"INDCi_V4";"NDC";"global";"RoW";"NoPolicy_V4";"CO2rel2010";60.5187774526757;"MtCO2";2050
"GEM-E3";"INDCi_V4";"NDC";"global";"RoW";"NoPolicy_V4";"CO2rel2010";49.9156815254233;"MtCO2";2050
"GEM-E3_EU";"INDCi_V4";"NDC";"global";"RoW";"NoPolicy_V4";"CO2rel2010";25.3574341305183;"MtCO2";2050
"IMAGE 3.0";"INDCi_V4";"NDC";"global";"RoW";"NoPolicy_V4";"CO2rel2010";48.8430600106699;"MtCO2";2050
"MESSAGEix-GLOBIOM_1.0";"INDCi_V4";"NDC";"global";"RoW";"NoPolicy_V4";"CO2rel2010";45.6536618242242;"MtCO2";2050
"POLES CDL";"INDCi_V4";"NDC";"global";"RoW";"NoPolicy_V4";"CO2rel2010";50.6096809859574;"MtCO2";2050
"REMIND-MAgPIE 1.7-3.0";"INDCi_V4";"NDC";"global";"RoW";"NoPolicy_V4";"CO2rel2010";53.9014707983604;"MtCO2";2050
"WITCH2016";"INDCi_V4";"NDC";"global";"RoW";"NoPolicy_V4";"CO2rel2010";48.1232548908945;"MtCO2";2050
"AIM V2.1";"NoPolicy_V4";"No policy";"global";"RoW";"-";"CO2rel2010";55.5648624690351;"MtCO2";2050
"COPPE-COFFEE 1.0";"NoPolicy_V4";"No policy";"global";"RoW";"-";"CO2rel2010";46.5589458086249;"MtCO2";2050
"DNE21+ V.14";"NoPolicy_V4";"No policy";"global";"RoW";"-";"CO2rel2010";66.1460457606388;"MtCO2";2050
"IMAGE 3.0";"NoPolicy_V4";"No policy";"global";"RoW";"-";"CO2rel2010";58.0066477427202;"MtCO2";2050
"MESSAGEix-GLOBIOM_1.0";"NoPolicy_V4";"No policy";"global";"RoW";"-";"CO2rel2010";48.2975446270451;"MtCO2";2050
"POLES CDL";"NoPolicy_V4";"No policy";"global";"RoW";"-";"CO2rel2010";57.4874773706853;"MtCO2";2050
"REMIND-MAgPIE 1.7-3.0";"NoPolicy_V4";"No policy";"global";"RoW";"-";"CO2rel2010";61.5762852408808;"MtCO2";2050
"WITCH2016";"NoPolicy_V4";"No policy";"global";"RoW";"-";"CO2rel2010";53.5096429642762;"MtCO2";2050
"AIM V2.1";"NPi_V4";"National policies";"global";"RoW";"NoPolicy_V4";"CO2rel2010";54.2208670369783;"MtCO2";2050
"COPPE-COFFEE 1.0";"NPi_V4";"National policies";"global";"RoW";"NoPolicy_V4";"CO2rel2010";43.533742180592;"MtCO2";2050
"DNE21+ V.14";"NPi_V4";"National policies";"global";"RoW";"NoPolicy_V4";"CO2rel2010";61.8672815878832;"MtCO2";2050
"GEM-E3";"NPi_V4";"National policies";"global";"RoW";"NoPolicy_V4";"CO2rel2010";51.04009108838;"MtCO2";2050
"GEM-E3_EU";"NPi_V4";"National policies";"global";"RoW";"NoPolicy_V4";"CO2rel2010";30.6273053196837;"MtCO2";2050
"IMAGE 3.0";"NPi_V4";"National policies";"global";"RoW";"NoPolicy_V4";"CO2rel2010";55.0446695812904;"MtCO2";2050
"MESSAGEix-GLOBIOM_1.0";"NPi_V4";"National policies";"global";"RoW";"NoPolicy_V4";"CO2rel2010";47.8904800686492;"MtCO2";2050
"POLES CDL";"NPi_V4";"National policies";"global";"RoW";"NoPolicy_V4";"CO2rel2010";54.5653798996348;"MtCO2";2050
"REMIND-MAgPIE 1.7-3.0";"NPi_V4";"National policies";"global";"RoW";"NoPolicy_V4";"CO2rel2010";59.6410520824097;"MtCO2";2050
"WITCH2016";"NPi_V4";"National policies";"global";"RoW";"NoPolicy_V4";"CO2rel2010";53.2713368854979;"MtCO2";2050
"AIM V2.1";"NPi2020_1000_V4";"Carbon budget 1000";"global";"RoW";"NoPolicy_V4";"CO2rel2010";27.8326867259724;"MtCO2";2050
"COPPE-COFFEE 1.0";"NPi2020_1000_V4";"Carbon budget 1000";"global";"RoW";"NoPolicy_V4";"CO2rel2010";33.1875094526293;"MtCO2";2050
"DNE21+ V.14";"NPi2020_1000_V4";"Carbon budget 1000";"global";"RoW";"NoPolicy_V4";"CO2rel2010";35.9298966807282;"MtCO2";2050
"GEM-E3";"NPi2020_1000_V4";"Carbon budget 1000";"global";"RoW";"NoPolicy_V4";"CO2rel2010";31.5210579740921;"MtCO2";2050
"GEM-E3_EU";"NPi2020_1000_V4";"Carbon budget 1000";"global";"RoW";"NoPolicy_V4";"CO2rel2010";24.9203829549938;"MtCO2";2050
"IMAGE 3.0";"NPi2020_1000_V4";"Carbon budget 1000";"global";"RoW";"NoPolicy_V4";"CO2rel2010";35.5110569854747;"MtCO2";2050
"MESSAGEix-GLOBIOM_1.0";"NPi2020_1000_V4";"Carbon budget 1000";"global";"RoW";"NoPolicy_V4";"CO2rel2010";32.1979852481096;"MtCO2";2050
"POLES CDL";"NPi2020_1000_V4";"Carbon budget 1000";"global";"RoW";"NoPolicy_V4";"CO2rel2010";35.2500441346768;"MtCO2";2050
"REMIND-MAgPIE 1.7-3.0";"NPi2020_1000_V4";"Carbon budget 1000";"global";"RoW";"NoPolicy_V4";"CO2rel2010";33.5254103403164;"MtCO2";2050
"WITCH2016";"NPi2020_1000_V4";"Carbon budget 1000";"global";"RoW";"NoPolicy_V4";"CO2rel2010";27.2372033162507;"MtCO2";2050
"AIM V2.1";"NPi2020_400_V4";"Carbon budget 400";"global";"RoW";"NoPolicy_V4";"CO2rel2010";22.7746999063782;"MtCO2";2050
"COPPE-COFFEE 1.0";"NPi2020_400_V4";"Carbon budget 400";"global";"RoW";"NoPolicy_V4";"CO2rel2010";26.2539067632557;"MtCO2";2050
"DNE21+ V.14";"NPi2020_400_V4";"Carbon budget 400";"global";"RoW";"NoPolicy_V4";"CO2rel2010";25.1166929444778;"MtCO2";2050
"GEM-E3";"NPi2020_400_V4";"Carbon budget 400";"global";"RoW";"NoPolicy_V4";"CO2rel2010";26.3352303171305;"MtCO2";2050
"GEM-E3_EU";"NPi2020_400_V4";"Carbon budget 400";"global";"RoW";"NoPolicy_V4";"CO2rel2010";23.1364853926172;"MtCO2";2050
"IMAGE 3.0";"NPi2020_400_V4";"Carbon budget 400";"global";"RoW";"NoPolicy_V4";"CO2rel2010";25.2623093784856;"MtCO2";2050
"MESSAGEix-GLOBIOM_1.0";"NPi2020_400_V4";"Carbon budget 400";"global";"RoW";"NoPolicy_V4";"CO2rel2010";25.685855559399;"MtCO2";2050
"POLES CDL";"NPi2020_400_V4";"Carbon budget 400";"global";"RoW";"NoPolicy_V4";"CO2rel2010";29.4869239588323;"MtCO2";2050
"REMIND-MAgPIE 1.7-3.0";"NPi2020_400_V4";"Carbon budget 400";"global";"RoW";"NoPolicy_V4";"CO2rel2010";25.7317538804592;"MtCO2";2050
"WITCH2016";"NPi2020_400_V4";"Carbon budget 400";"global";"RoW";"NoPolicy_V4";"CO2rel2010";21.4211800142942;"MtCO2";2050
"AIM V2.1";"INDCi_V4";"NDC";"global";"World";"NoPolicy_V4";"CO2rel2010";44.5618725990586;"MtCO2";2050
"COPPE-COFFEE 1.0";"INDCi_V4";"NDC";"global";"World";"NoPolicy_V4";"CO2rel2010";49.33123762476;"MtCO2";2050
"DNE21+ V.14";"INDCi_V4";"NDC";"global";"World";"NoPolicy_V4";"CO2rel2010";51.5277067607713;"MtCO2";2050
"GEM-E3";"INDCi_V4";"NDC";"global";"World";"NoPolicy_V4";"CO2rel2010";44.0813420187286;"MtCO2";2050
"IMAGE 3.0";"INDCi_V4";"NDC";"global";"World";"NoPolicy_V4";"CO2rel2010";46.0962052939033;"MtCO2";2050
"MESSAGEix-GLOBIOM_1.0";"INDCi_V4";"NDC";"global";"World";"NoPolicy_V4";"CO2rel2010";44.0182052559824;"MtCO2";2050
"POLES CDL";"INDCi_V4";"NDC";"global";"World";"NoPolicy_V4";"CO2rel2010";45.8909738991343;"MtCO2";2050
"REMIND-MAgPIE 1.7-3.0";"INDCi_V4";"NDC";"global";"World";"NoPolicy_V4";"CO2rel2010";46.841654862586;"MtCO2";2050
"WITCH2016";"INDCi_V4";"NDC";"global";"World";"NoPolicy_V4";"CO2rel2010";46.6779365436786;"MtCO2";2050
"AIM V2.1";"NoPolicy_V4";"No policy";"global";"World";"-";"CO2rel2010";53.7367524168012;"MtCO2";2050
"COPPE-COFFEE 1.0";"NoPolicy_V4";"No policy";"global";"World";"-";"CO2rel2010";54.8340126659535;"MtCO2";2050
"DNE21+ V.14";"NoPolicy_V4";"No policy";"global";"World";"-";"CO2rel2010";59.9562293283625;"MtCO2";2050
"IMAGE 3.0";"NoPolicy_V4";"No policy";"global";"World";"-";"CO2rel2010";53.1137228068279;"MtCO2";2050
"MESSAGEix-GLOBIOM_1.0";"NoPolicy_V4";"No policy";"global";"World";"-";"CO2rel2010";48.709679517061;"MtCO2";2050
"POLES CDL";"NoPolicy_V4";"No policy";"global";"World";"-";"CO2rel2010";54.7719456458637;"MtCO2";2050
"REMIND-MAgPIE 1.7-3.0";"NoPolicy_V4";"No policy";"global";"World";"-";"CO2rel2010";56.8872419666273;"MtCO2";2050
"WITCH2016";"NoPolicy_V4";"No policy";"global";"World";"-";"CO2rel2010";58.1168223085423;"MtCO2";2050
"AIM V2.1";"NPi_V4";"National policies";"global";"World";"NoPolicy_V4";"CO2rel2010";50.2143759253303;"MtCO2";2050
"COPPE-COFFEE 1.0";"NPi_V4";"National policies";"global";"World";"NoPolicy_V4";"CO2rel2010";51.1421885964067;"MtCO2";2050
"DNE21+ V.14";"NPi_V4";"National policies";"global";"World";"NoPolicy_V4";"CO2rel2010";55.9390281309017;"MtCO2";2050
"GEM-E3";"NPi_V4";"National policies";"global";"World";"NoPolicy_V4";"CO2rel2010";47.2116920253896;"MtCO2";2050
"IMAGE 3.0";"NPi_V4";"National policies";"global";"World";"NoPolicy_V4";"CO2rel2010";49.6377082955472;"MtCO2";2050
"MESSAGEix-GLOBIOM_1.0";"NPi_V4";"National policies";"global";"World";"NoPolicy_V4";"CO2rel2010";46.5085386512622;"MtCO2";2050
"POLES CDL";"NPi_V4";"National policies";"global";"World";"NoPolicy_V4";"CO2rel2010";52.5816426839246;"MtCO2";2050
"REMIND-MAgPIE 1.7-3.0";"NPi_V4";"National policies";"global";"World";"NoPolicy_V4";"CO2rel2010";51.4413827574578;"MtCO2";2050
"WITCH2016";"NPi_V4";"National policies";"global";"World";"NoPolicy_V4";"CO2rel2010";56.6285026734475;"MtCO2";2050
"AIM V2.1";"NPi2020_1000_V4";"Carbon budget 1000";"global";"World";"NoPolicy_V4";"CO2rel2010";27.0420519488497;"MtCO2";2050
"COPPE-COFFEE 1.0";"NPi2020_1000_V4";"Carbon budget 1000";"global";"World";"NoPolicy_V4";"CO2rel2010";40.1990842509677;"MtCO2";2050
"DNE21+ V.14";"NPi2020_1000_V4";"Carbon budget 1000";"global";"World";"NoPolicy_V4";"CO2rel2010";33.4368012747201;"MtCO2";2050
"GEM-E3";"NPi2020_1000_V4";"Carbon budget 1000";"global";"World";"NoPolicy_V4";"CO2rel2010";28.2301439700175;"MtCO2";2050
"IMAGE 3.0";"NPi2020_1000_V4";"Carbon budget 1000";"global";"World";"NoPolicy_V4";"CO2rel2010";31.7471003834713;"MtCO2";2050
"MESSAGEix-GLOBIOM_1.0";"NPi2020_1000_V4";"Carbon budget 1000";"global";"World";"NoPolicy_V4";"CO2rel2010";31.2388469317086;"MtCO2";2050
"POLES CDL";"NPi2020_1000_V4";"Carbon budget 1000";"global";"World";"NoPolicy_V4";"CO2rel2010";34.5620189650419;"MtCO2";2050
"REMIND-MAgPIE 1.7-3.0";"NPi2020_1000_V4";"Carbon budget 1000";"global";"World";"NoPolicy_V4";"CO2rel2010";30.9685167419681;"MtCO2";2050
"WITCH2016";"NPi2020_1000_V4";"Carbon budget 1000";"global";"World";"NoPolicy_V4";"CO2rel2010";27.1603019691557;"MtCO2";2050
"AIM V2.1";"NPi2020_400_V4";"Carbon budget 400";"global";"World";"NoPolicy_V4";"CO2rel2010";23.0351521148277;"MtCO2";2050
"COPPE-COFFEE 1.0";"NPi2020_400_V4";"Carbon budget 400";"global";"World";"NoPolicy_V4";"CO2rel2010";31.5172001286928;"MtCO2";2050
"DNE21+ V.14";"NPi2020_400_V4";"Carbon budget 400";"global";"World";"NoPolicy_V4";"CO2rel2010";22.496824762584;"MtCO2";2050
"GEM-E3";"NPi2020_400_V4";"Carbon budget 400";"global";"World";"NoPolicy_V4";"CO2rel2010";24.4025684129795;"MtCO2";2050
"IMAGE 3.0";"NPi2020_400_V4";"Carbon budget 400";"global";"World";"NoPolicy_V4";"CO2rel2010";24.2925318982184;"MtCO2";2050
"MESSAGEix-GLOBIOM_1.0";"NPi2020_400_V4";"Carbon budget 400";"global";"World";"NoPolicy_V4";"CO2rel2010";24.4741259221436;"MtCO2";2050
"POLES CDL";"NPi2020_400_V4";"Carbon budget 400";"global";"World";"NoPolicy_V4";"CO2rel2010";28.3705472280327;"MtCO2";2050
"REMIND-MAgPIE 1.7-3.0";"NPi2020_400_V4";"Carbon budget 400";"global";"World";"NoPolicy_V4";"CO2rel2010";25.5494217423625;"MtCO2";2050
"WITCH2016";"NPi2020_400_V4";"Carbon budget 400";"global";"World";"NoPolicy_V4";"CO2rel2010";22.0166886622212;"MtCO2";2050
"*COPPE-MSB_v2.0";"INDC_V4";"NDC";"national";"BRA";"NoPOL_V4";"CO2rel2010";44.9390274619853;"MtCO2";2050
"AIM V2.1";"INDCi_V4";"NDC";"global";"BRA";"NoPolicy_V4";"CO2rel2010";31.5835861265004;"MtCO2";2050
"COPPE-COFFEE 1.0";"INDCi_V4";"NDC";"global";"BRA";"NoPolicy_V4";"CO2rel2010";36.587187576792;"MtCO2";2050
"DNE21+ V.14";"INDCi_V4";"NDC";"global";"BRA";"NoPolicy_V4";"CO2rel2010";25.5540711145751;"MtCO2";2050
"GEM-E3";"INDCi_V4";"NDC";"global";"BRA";"NoPolicy_V4";"CO2rel2010";37.1820047778;"MtCO2";2050
"IMAGE 3.0";"INDCi_V4";"NDC";"global";"BRA";"NoPolicy_V4";"CO2rel2010";55.1227393400148;"MtCO2";2050
"POLES CDL";"INDCi_V4";"NDC";"global";"BRA";"NoPolicy_V4";"CO2rel2010";21.9763082757287;"MtCO2";2050
"*COPPE-MSB_v2.0";"NoPOL_V4";"No policy";"national";"BRA";"-";"CO2rel2010";59.1880347930098;"MtCO2";2050
"AIM V2.1";"NoPolicy_V4";"No policy";"global";"BRA";"-";"CO2rel2010";46.6374441564547;"MtCO2";2050
"COPPE-COFFEE 1.0";"NoPolicy_V4";"No policy";"global";"BRA";"-";"CO2rel2010";56.7515359203141;"MtCO2";2050
"DNE21+ V.14";"NoPolicy_V4";"No policy";"global";"BRA";"-";"CO2rel2010";61.8833011169118;"MtCO2";2050
"IMAGE 3.0";"NoPolicy_V4";"No policy";"global";"BRA";"-";"CO2rel2010";80.4413996078616;"MtCO2";2050
"POLES CDL";"NoPolicy_V4";"No policy";"global";"BRA";"-";"CO2rel2010";25.566267421853;"MtCO2";2050
"*COPPE-MSB_v2.0";"NPi_V4";"National policies";"national";"BRA";"NoPOL_V4";"CO2rel2010";52.425948588754;"MtCO2";2050
"AIM V2.1";"NPi_V4";"National policies";"global";"BRA";"NoPolicy_V4";"CO2rel2010";45.4680222243972;"MtCO2";2050
"COPPE-COFFEE 1.0";"NPi_V4";"National policies";"global";"BRA";"NoPolicy_V4";"CO2rel2010";54.67315568013;"MtCO2";2050
"DNE21+ V.14";"NPi_V4";"National policies";"global";"BRA";"NoPolicy_V4";"CO2rel2010";54.1632398196813;"MtCO2";2050
"GEM-E3";"NPi_V4";"National policies";"global";"BRA";"NoPolicy_V4";"CO2rel2010";41.8196587258258;"MtCO2";2050
"IMAGE 3.0";"NPi_V4";"National policies";"global";"BRA";"NoPolicy_V4";"CO2rel2010";68.4023455300466;"MtCO2";2050
"POLES CDL";"NPi_V4";"National policies";"global";"BRA";"NoPolicy_V4";"CO2rel2010";25.2461831770204;"MtCO2";2050
"AIM V2.1";"NPi2020_1000_V4";"Carbon budget 1000";"global";"BRA";"NoPolicy_V4";"CO2rel2010";2.92763849479393;"MtCO2";2050
"COPPE-COFFEE 1.0";"NPi2020_1000_V4";"Carbon budget 1000";"global";"BRA";"NoPolicy_V4";"CO2rel2010";34.8911823784692;"MtCO2";2050
"DNE21+ V.14";"NPi2020_1000_V4";"Carbon budget 1000";"global";"BRA";"NoPolicy_V4";"CO2rel2010";22.8596783553677;"MtCO2";2050
"GEM-E3";"NPi2020_1000_V4";"Carbon budget 1000";"global";"BRA";"NoPolicy_V4";"CO2rel2010";23.3928963731574;"MtCO2";2050
"IMAGE 3.0";"NPi2020_1000_V4";"Carbon budget 1000";"global";"BRA";"NoPolicy_V4";"CO2rel2010";66.4559939070989;"MtCO2";2050
"POLES CDL";"NPi2020_1000_V4";"Carbon budget 1000";"global";"BRA";"NoPolicy_V4";"CO2rel2010";-8.69044334024674;"MtCO2";2050
"AIM V2.1";"NPi2020_400_V4";"Carbon budget 400";"global";"BRA";"NoPolicy_V4";"CO2rel2010";-6.92091338196443;"MtCO2";2050
"COPPE-COFFEE 1.0";"NPi2020_400_V4";"Carbon budget 400";"global";"BRA";"NoPolicy_V4";"CO2rel2010";25.1581901516742;"MtCO2";2050
"DNE21+ V.14";"NPi2020_400_V4";"Carbon budget 400";"global";"BRA";"NoPolicy_V4";"CO2rel2010";0.892446395790851;"MtCO2";2050
"GEM-E3";"NPi2020_400_V4";"Carbon budget 400";"global";"BRA";"NoPolicy_V4";"CO2rel2010";12.4581510307159;"MtCO2";2050
"IMAGE 3.0";"NPi2020_400_V4";"Carbon budget 400";"global";"BRA";"NoPolicy_V4";"CO2rel2010";29.4873099102176;"MtCO2";2050
"POLES CDL";"NPi2020_400_V4";"Carbon budget 400";"global";"BRA";"NoPolicy_V4";"CO2rel2010";-12.4073496373336;"MtCO2";2050
"*COPPE-MSB_v2.0";"NPi2020_low_V4";"Carbon budget 1000";"national";"BRA";"NoPOL_V4";"CO2rel2010";43.6909950114704;"MtCO2";2050
"*COPPE-MSB_v2.0";"NPi2020_verylow_V4";"Carbon budget 400";"national";"BRA";"NoPOL_V4";"CO2rel2010";32.6420909938144;"MtCO2";2050
"*IPAC-AIM/technology V1.0";"INDC_V4";"NDC";"national";"CHN";"NoPOL_V4";"CO2rel2010";48.9735123953194;"MtCO2";2050
"*China TIMES";"INDC_V4";"NDC";"national";"CHN";NA;"CO2rel2010";53.3915905985252;"MtCO2";2050
"AIM V2.1";"INDCi_V4";"NDC";"global";"CHN";"NoPolicy_V4";"CO2rel2010";52.1593194344963;"MtCO2";2050
"COPPE-COFFEE 1.0";"INDCi_V4";"NDC";"global";"CHN";"NoPolicy_V4";"CO2rel2010";65.4026686385441;"MtCO2";2050
"GEM-E3";"INDCi_V4";"NDC";"global";"CHN";"NoPolicy_V4";"CO2rel2010";46.8203502924633;"MtCO2";2050
"IMAGE 3.0";"INDCi_V4";"NDC";"global";"CHN";"NoPolicy_V4";"CO2rel2010";50.5682533973628;"MtCO2";2050
"MESSAGEix-GLOBIOM_1.0";"INDCi_V4";"NDC";"global";"CHN";"NoPolicy_V4";"CO2rel2010";45.0599643910717;"MtCO2";2050
"POLES CDL";"INDCi_V4";"NDC";"global";"CHN";"NoPolicy_V4";"CO2rel2010";52.7413572192393;"MtCO2";2050
"REMIND-MAgPIE 1.7-3.0";"INDCi_V4";"NDC";"global";"CHN";"NoPolicy_V4";"CO2rel2010";51.038516418718;"MtCO2";2050
"WITCH2016";"INDCi_V4";"NDC";"global";"CHN";"NoPolicy_V4";"CO2rel2010";48.6849721066882;"MtCO2";2050
"*IPAC-AIM/technology V1.0";"NoPOL_V4";"No policy";"national";"CHN";"-";"CO2rel2010";59.2540695579069;"MtCO2";2050
"AIM V2.1";"NoPolicy_V4";"No policy";"global";"CHN";"-";"CO2rel2010";60.3559333718198;"MtCO2";2050
"COPPE-COFFEE 1.0";"NoPolicy_V4";"No policy";"global";"CHN";"-";"CO2rel2010";80.2357891191684;"MtCO2";2050
"IMAGE 3.0";"NoPolicy_V4";"No policy";"global";"CHN";"-";"CO2rel2010";55.3340273012036;"MtCO2";2050
"MESSAGEix-GLOBIOM_1.0";"NoPolicy_V4";"No policy";"global";"CHN";"-";"CO2rel2010";48.4365416111721;"MtCO2";2050
"POLES CDL";"NoPolicy_V4";"No policy";"global";"CHN";"-";"CO2rel2010";66.0975037519207;"MtCO2";2050
"REMIND-MAgPIE 1.7-3.0";"NoPolicy_V4";"No policy";"global";"CHN";"-";"CO2rel2010";62.7498812768044;"MtCO2";2050
"WITCH2016";"NoPolicy_V4";"No policy";"global";"CHN";"-";"CO2rel2010";76.2057771363496;"MtCO2";2050
"AIM V2.1";"NPi_V4";"National policies";"global";"CHN";"NoPolicy_V4";"CO2rel2010";50.2102104866641;"MtCO2";2050
